,icon,maxscore,certified fresh,fresh/rotten,genre(s),imdb score,likes,movie id,movie name,time period,release year,score,scorer
17272,AUDIENCE FRESH,100,0,rotten,Drama,64,,2265,Losing Isaiah,1995,1995,73,audience
17273,CRITIC ROTTEN,100,0,rotten,Drama,64,,2265,Losing Isaiah,1995,1995,45,critic
17274,AUDIENCE FRESH,100,0,fresh,"Mystery,Thriller",76,1126.0,2266,Lost Highway,1995,1997,87,audience
17275,CRITIC FRESH,100,0,fresh,"Mystery,Thriller",76,1126.0,2266,Lost Highway,1995,1997,60,critic
17296,AUDIENCE FRESH,100,0,fresh,"Fantasy,Musical,Adventure",52,,2267,Lost Horizon,1970,1973,82,audience
17297,CRITIC FRESH,100,0,fresh,"Fantasy,Musical,Adventure",52,,2267,Lost Horizon,1970,1973,92,critic
17298,AUDIENCE FRESH,100,0,rotten,"Drama,Romance",70,,2268,Lost and Delirious,2000,2001,78,audience
17299,CRITIC ROTTEN,100,0,rotten,"Drama,Romance",70,,2268,Lost and Delirious,2000,2001,51,critic
17300,AUDIENCE FRESH,100,0,fresh,Comedy,71,,2269,Lost in America,1985,1985,76,audience
17301,CRITIC FRESH,100,0,fresh,Comedy,71,,2269,Lost in America,1985,1985,97,critic
17302,AUDIENCE ROTTEN,100,0,rotten,"Action,Adventure,Family",51,,2270,Lost in Space,1995,1998,24,audience
17303,CRITIC ROTTEN,100,0,rotten,"Action,Adventure,Family",51,,2270,Lost in Space,1995,1998,27,critic
17304,AUDIENCE FRESH,100,0,fresh,"Comedy,Drama",67,,2271,Lost in Yonkers,1990,1993,79,audience
17305,CRITIC FRESH,100,0,fresh,"Comedy,Drama",67,,2271,Lost in Yonkers,1990,1993,71,critic
17306,AUDIENCE ROTTEN,100,0,rotten,"Drama,Romance,Sport",72,,2272,Love,2000,2000,43,audience
17307,CRITIC ROTTEN,100,0,rotten,"Drama,Romance,Sport",72,,2272,Love,2000,2000,57,critic
17308,AUDIENCE ROTTEN,100,0,rotten,"Comedy,Romance,Drama",63,,2273,Love,2000,2000,43,audience
17309,CRITIC ROTTEN,100,0,rotten,"Comedy,Romance,Drama",63,,2273,Love,2000,2000,57,critic
17310,AUDIENCE FRESH,100,0,fresh,"Comedy,Drama,Romance",76,,2274,Love Actually,2000,2003,72,audience
17311,CRITIC FRESH,100,0,fresh,"Comedy,Drama,Romance",76,,2274,Love Actually,2000,2003,63,critic
17312,AUDIENCE FRESH,100,0,rotten,"Comedy,Romance,Drama",51,,2275,Love Don't Cost a Thing,2000,2003,65,audience
17313,CRITIC ROTTEN,100,0,rotten,"Comedy,Romance,Drama",51,,2275,Love Don't Cost a Thing,2000,2003,13,critic
17314,AUDIENCE ROTTEN,100,0,rotten,Drama,67,,2276,Love Field,1990,1992,56,audience
17315,CRITIC ROTTEN,100,0,rotten,Drama,67,,2276,Love Field,1990,1992,40,critic
17316,AUDIENCE ROTTEN,100,0,rotten,"Drama,Romance",56,247.0,2277,Love Happens,2005,2009,37,audience
17317,CRITIC ROTTEN,100,0,rotten,"Drama,Romance",56,247.0,2277,Love Happens,2005,2009,16,critic
17332,AUDIENCE FRESH,100,0,fresh,"Drama,Romance",74,88.0,2278,Love Jones,1995,1997,97,audience
17333,CRITIC FRESH,100,0,fresh,"Drama,Romance",74,88.0,2278,Love Jones,1995,1997,67,critic
17352,AUDIENCE ROTTEN,100,0,rotten,"Comedy,Fantasy,Romance",56,,2279,Love Potion No. 9,1990,1992,43,audience
17353,CRITIC ROTTEN,100,0,rotten,"Comedy,Fantasy,Romance",56,,2279,Love Potion No. 9,1990,1992,27,critic
17354,AUDIENCE ROTTEN,100,0,rotten,"Biography,Comedy,Drama",57,,2280,Love Ranch,2010,2010,27,audience
17355,CRITIC ROTTEN,100,0,rotten,"Biography,Comedy,Drama",57,,2280,Love Ranch,2010,2010,12,critic
17356,AUDIENCE FRESH,100,0,rotten,Comedy,58,,2281,Love Stinks,1995,1999,63,audience
17357,CRITIC ROTTEN,100,0,rotten,Comedy,58,,2281,Love Stinks,1995,1999,19,critic
17358,AUDIENCE FRESH,100,0,fresh,Drama,78,,2282,Love Streams,1980,1984,89,audience
17359,CRITIC FRESH,100,0,fresh,Drama,78,,2282,Love Streams,1980,1984,100,critic
17360,AUDIENCE FRESH,100,0,fresh,"Comedy,War",78,,2283,Love and Death,1975,1975,90,audience
17361,CRITIC FRESH,100,0,fresh,"Comedy,War",78,,2283,Love and Death,1975,1975,100,critic
17362,AUDIENCE ROTTEN,100,0,fresh,Comedy,62,,2284,Love at First Bite,1975,1979,55,audience
17363,CRITIC FRESH,100,0,fresh,Comedy,62,,2284,Love at First Bite,1975,1979,67,critic
17364,AUDIENCE ROTTEN,100,0,rotten,"Drama,Romance",64,,2285,Love in the Time of Cholera,2005,2007,45,audience
17365,CRITIC ROTTEN,100,0,rotten,"Drama,Romance",64,,2285,Love in the Time of Cholera,2005,2007,26,critic
17366,AUDIENCE ROTTEN,100,0,rotten,"Comedy,Fantasy,Romance",57,,2286,Love the Coopers,2015,2015,36,audience
17367,CRITIC ROTTEN,100,0,rotten,"Comedy,Fantasy,Romance",57,,2286,Love the Coopers,2015,2015,19,critic
17368,AUDIENCE ROTTEN,100,0,rotten,"Romance,Comedy,Musical",61,,2287,Love's Labour's Lost,2000,2000,40,audience
17369,CRITIC ROTTEN,100,0,rotten,"Romance,Comedy,Musical",61,,2287,Love's Labour's Lost,2000,2000,50,critic
17370,AUDIENCE ROTTEN,100,0,rotten,"Biography,Drama",62,121.0,2288,Lovelace,2010,2013,36,audience
17371,CRITIC ROTTEN,100,0,rotten,"Biography,Drama",62,121.0,2288,Lovelace,2010,2013,52,critic
17384,AUDIENCE ROTTEN,100,0,rotten,"Drama,Horror",53,,2289,Lovely Molly,2010,2011,32,audience
17385,CRITIC ROTTEN,100,0,rotten,"Drama,Horror",53,,2289,Lovely Molly,2010,2011,42,critic
17386,AUDIENCE ROTTEN,100,0,rotten,"Adventure,Comedy,Romance",49,,2290,Lovewrecked,2005,2005,29,audience
17387,CRITIC ROTTEN,100,0,rotten,"Adventure,Comedy,Romance",49,,2290,Lovewrecked,2005,2005,17,critic
17388,AUDIENCE FRESH,100,0,fresh,"Comedy,Drama,Romance",68,71.0,2291,Lucas,1985,1986,70,audience
17389,CRITIC FRESH,100,0,fresh,"Comedy,Drama,Romance",68,71.0,2291,Lucas,1985,1986,70,critic
17412,AUDIENCE FRESH,100,0,rotten,"Crime,Drama,Mystery",78,2404.0,2292,Lucky Number Slevin,2005,2006,87,audience
17413,CRITIC ROTTEN,100,0,rotten,"Crime,Drama,Mystery",78,2404.0,2292,Lucky Number Slevin,2005,2006,51,critic
17430,AUDIENCE ROTTEN,100,0,rotten,"Comedy,Crime",50,,2293,Lucky Numbers,2000,2000,18,audience
17431,CRITIC ROTTEN,100,0,rotten,"Comedy,Crime",50,,2293,Lucky Numbers,2000,2000,22,critic
17432,AUDIENCE ROTTEN,100,0,rotten,"Drama,Romance,Sport",59,,2294,Lucky You,2005,2007,28,audience
17433,CRITIC ROTTEN,100,0,rotten,"Drama,Romance,Sport",59,,2294,Lucky You,2005,2007,29,critic
17434,AUDIENCE FRESH,100,0,rotten,"Comedy,Western",63,,2295,Lust in the Dust,1985,1985,80,audience
17435,CRITIC ROTTEN,100,0,rotten,"Comedy,Western",63,,2295,Lust in the Dust,1985,1985,33,critic
17436,AUDIENCE FRESH,100,1,fresh,"Crime,Drama,Thriller",86,,2296,Léon: The Professional,1990,1994,95,audience
17437,CERTIFIED FRESH,100,1,fresh,"Crime,Drama,Thriller",86,,2296,Léon: The Professional,1990,1994,71,critic
17438,AUDIENCE FRESH,100,0,rotten,"Drama,Romance",68,,2297,M. Butterfly,1990,1993,67,audience
17439,CRITIC ROTTEN,100,0,rotten,"Drama,Romance",68,,2297,M. Butterfly,1990,1993,45,critic
17440,AUDIENCE ROTTEN,100,0,rotten,"Comedy,Family,Sport",39,,2298,MVP: Most Valuable Primate,2000,2000,39,audience
17441,CRITIC ROTTEN,100,0,rotten,"Comedy,Family,Sport",39,,2298,MVP: Most Valuable Primate,2000,2000,20,critic
17442,AUDIENCE FRESH,100,0,fresh,Comedy,45,,2299,Mac,2010,2012,64,audience
17443,CRITIC FRESH,100,0,fresh,Comedy,45,,2299,Mac,2010,2012,70,critic
17444,AUDIENCE FRESH,100,0,fresh,"Biography,Drama,History",66,,2300,MacArthur,1975,1977,61,audience
17445,CRITIC FRESH,100,0,fresh,"Biography,Drama,History",66,,2300,MacArthur,1975,1977,63,critic
17446,AUDIENCE ROTTEN,100,0,rotten,"Action,Comedy,Romance",55,,2301,MacGruber,2010,2010,34,audience
17447,CRITIC ROTTEN,100,0,rotten,"Action,Comedy,Romance",55,,2301,MacGruber,2010,2010,47,critic
17448,AUDIENCE FRESH,100,1,fresh,"Drama,History,War",67,105.0,2302,Macbeth,2015,2015,64,audience
17449,CERTIFIED FRESH,100,1,fresh,"Drama,History,War",67,105.0,2302,Macbeth,2015,2015,80,critic
17460,AUDIENCE FRESH,100,1,fresh,"Action,Crime,Thriller",66,709.0,2303,Machete,2010,2010,63,audience
17461,CERTIFIED FRESH,100,1,fresh,"Action,Crime,Thriller",66,709.0,2303,Machete,2010,2010,72,critic
17478,AUDIENCE FRESH,100,0,rotten,"Action,Biography,Crime",68,,2304,Machine Gun Preacher,2010,2011,62,audience
17479,CRITIC ROTTEN,100,0,rotten,"Action,Biography,Crime",68,,2304,Machine Gun Preacher,2010,2011,28,critic
17480,AUDIENCE ROTTEN,100,0,rotten,"Action,Drama,Romance",68,,2305,Macon County Line,1970,1974,59,audience
17481,CRITIC ROTTEN,100,0,rotten,"Action,Drama,Romance",68,,2305,Macon County Line,1970,1974,33,critic
17482,AUDIENCE ROTTEN,100,0,rotten,"Comedy,Romance",60,,2306,Mad About Mambo,2000,2000,51,audience
17483,CRITIC ROTTEN,100,0,rotten,"Comedy,Romance",60,,2306,Mad About Mambo,2000,2000,57,critic
17484,AUDIENCE ROTTEN,100,0,rotten,"Crime,Drama,Thriller",62,,2307,Mad City,1995,1997,42,audience
17485,CRITIC ROTTEN,100,0,rotten,"Crime,Drama,Thriller",62,,2307,Mad City,1995,1997,37,critic
17486,AUDIENCE ROTTEN,100,0,rotten,"Comedy,Crime,Drama",55,,2308,Mad Dog Time,1995,1996,46,audience
17487,CRITIC ROTTEN,100,0,rotten,"Comedy,Crime,Drama",55,,2308,Mad Dog Time,1995,1996,17,critic
17488,AUDIENCE ROTTEN,100,0,fresh,"Comedy,Crime,Drama",62,,2309,Mad Dog and Glory,1990,1993,45,audience
17489,CRITIC FRESH,100,0,fresh,"Comedy,Crime,Drama",62,,2309,Mad Dog and Glory,1990,1993,75,critic
17490,AUDIENCE FRESH,100,1,fresh,"Action,Adventure,Sci-Fi",70,1536.0,2310,Mad Max,1975,1979,70,audience
17491,CERTIFIED FRESH,100,1,fresh,"Action,Adventure,Sci-Fi",70,1536.0,2310,Mad Max,1975,1979,90,critic
17498,AUDIENCE ROTTEN,100,1,fresh,"Action,Adventure,Sci-Fi",63,476.0,2311,Mad Max Beyond Thunderdome,1985,1985,49,audience
17499,CERTIFIED FRESH,100,1,fresh,"Action,Adventure,Sci-Fi",63,476.0,2311,Mad Max Beyond Thunderdome,1985,1985,79,critic
17506,AUDIENCE FRESH,100,1,fresh,"Action,Adventure,Sci-Fi",81,3414.0,2312,Mad Max: Fury Road,2015,2015,85,audience
17507,CERTIFIED FRESH,100,1,fresh,"Action,Adventure,Sci-Fi",81,3414.0,2312,Mad Max: Fury Road,2015,2015,97,critic
17512,AUDIENCE FRESH,100,0,rotten,"Animation,Adventure,Comedy",69,2547.0,2313,Madagascar,2005,2005,66,audience
17513,CRITIC ROTTEN,100,0,rotten,"Animation,Adventure,Comedy",69,2547.0,2313,Madagascar,2005,2005,55,critic
17522,AUDIENCE FRESH,100,1,fresh,"Animation,Adventure,Comedy",69,552.0,2314,Madagascar 3: Europe's Most Wanted,2010,2012,73,audience
17523,CERTIFIED FRESH,100,1,fresh,"Animation,Adventure,Comedy",69,552.0,2314,Madagascar 3: Europe's Most Wanted,2010,2012,79,critic
17550,AUDIENCE FRESH,100,0,fresh,"Animation,Action,Adventure",67,965.0,2315,Madagascar: Escape 2 Africa,2005,2008,66,audience
17551,CRITIC FRESH,100,0,fresh,"Animation,Action,Adventure",67,965.0,2315,Madagascar: Escape 2 Africa,2005,2008,64,critic
17592,AUDIENCE FRESH,100,0,fresh,Drama,73,,2316,Madame Rosa,1975,1977,93,audience
17593,CRITIC FRESH,100,0,fresh,Drama,73,,2316,Madame Rosa,1975,1977,80,critic
17594,AUDIENCE FRESH,100,0,fresh,"Comedy,Crime,Drama",64,,2317,Made,2000,2001,67,audience
17595,CRITIC FRESH,100,0,fresh,"Comedy,Crime,Drama",64,,2317,Made,2000,2001,71,critic
17596,AUDIENCE FRESH,100,1,fresh,"Biography,Comedy,Drama",72,,2318,Made in Dagenham,2010,2010,75,audience
17597,CERTIFIED FRESH,100,1,fresh,"Biography,Comedy,Drama",72,,2318,Made in Dagenham,2010,2010,80,critic
17598,AUDIENCE ROTTEN,100,0,rotten,"Comedy,Romance",59,,2319,Made of Honor,2005,2008,55,audience
17599,CRITIC ROTTEN,100,0,rotten,"Comedy,Romance",59,,2319,Made of Honor,2005,2008,14,critic
17600,AUDIENCE FRESH,100,0,rotten,"Comedy,Crime,Drama",43,,2320,Madea Goes to Jail,2005,2009,70,audience
17601,CRITIC ROTTEN,100,0,rotten,"Comedy,Crime,Drama",43,,2320,Madea Goes to Jail,2005,2009,28,critic
17602,AUDIENCE FRESH,100,0,rotten,"Comedy,Drama",46,126.0,2321,Madea's Big Happy Family,2010,2011,74,audience
17603,CRITIC ROTTEN,100,0,rotten,"Comedy,Drama",46,126.0,2321,Madea's Big Happy Family,2010,2011,37,critic
17616,AUDIENCE FRESH,100,0,rotten,"Comedy,Drama,Romance",51,,2322,Madea's Family Reunion,2005,2006,84,audience
17617,CRITIC ROTTEN,100,0,rotten,"Comedy,Drama,Romance",51,,2322,Madea's Family Reunion,2005,2006,25,critic
17618,AUDIENCE FRESH,100,0,rotten,"Comedy,Crime,Drama",49,,2323,Madea's Witness Protection,2010,2012,66,audience
17619,CRITIC ROTTEN,100,0,rotten,"Comedy,Crime,Drama",49,,2323,Madea's Witness Protection,2010,2012,20,critic
17620,AUDIENCE FRESH,100,0,fresh,"Documentary,Music",62,,2324,Madonna: Truth or Dare,1990,1991,70,audience
17621,CRITIC FRESH,100,0,fresh,"Documentary,Music",62,,2324,Madonna: Truth or Dare,1990,1991,84,critic
17622,AUDIENCE FRESH,100,0,fresh,"Drama,Horror",68,,2325,Magic,1975,1978,63,audience
17623,CRITIC FRESH,100,0,fresh,"Drama,Horror",68,,2325,Magic,1975,1978,83,critic
17624,AUDIENCE FRESH,100,1,fresh,"Comedy,Drama",61,722.0,2326,Magic Mike,2010,2012,60,audience
17625,CERTIFIED FRESH,100,1,fresh,"Comedy,Drama",61,722.0,2326,Magic Mike,2010,2012,80,critic
17630,AUDIENCE ROTTEN,100,0,fresh,"Comedy,Drama,Music",56,,2327,Magic Mike XXL,2015,2015,56,audience
17631,CRITIC FRESH,100,0,fresh,"Comedy,Drama,Music",56,,2327,Magic Mike XXL,2015,2015,65,critic
17632,AUDIENCE ROTTEN,100,0,rotten,"Adventure,Family,Fantasy",58,,2328,Magic in the Water,1995,1995,59,audience
17633,CRITIC ROTTEN,100,0,rotten,"Adventure,Family,Fantasy",58,,2328,Magic in the Water,1995,1995,21,critic
17634,AUDIENCE ROTTEN,100,0,rotten,Comedy,60,,2329,Magicians,2005,2007,38,audience
17635,CRITIC ROTTEN,100,0,rotten,Comedy,60,,2329,Magicians,2005,2007,33,critic
17636,AUDIENCE FRESH,100,1,fresh,Drama,80,1940.0,2330,Magnolia,1995,1999,89,audience
17637,CERTIFIED FRESH,100,1,fresh,Drama,80,1940.0,2330,Magnolia,1995,1999,83,critic
17654,AUDIENCE FRESH,100,0,fresh,"Action,Crime,Mystery",72,118.0,2331,Magnum Force,1970,1973,77,audience
17655,CRITIC FRESH,100,0,fresh,"Action,Crime,Mystery",72,118.0,2331,Magnum Force,1970,1973,81,critic
17674,AUDIENCE FRESH,100,0,rotten,"Drama,Romance",61,,2332,Mahogany,1975,1975,76,audience
17675,CRITIC ROTTEN,100,0,rotten,"Drama,Romance",61,,2332,Mahogany,1975,1975,29,critic
17676,AUDIENCE ROTTEN,100,0,rotten,"Comedy,Drama,Romance",51,,2333,Maid in Manhattan,2000,2002,43,audience
17677,CRITIC ROTTEN,100,0,rotten,"Comedy,Drama,Romance",51,,2333,Maid in Manhattan,2000,2002,39,critic
17678,AUDIENCE ROTTEN,100,0,rotten,"Fantasy,Comedy",55,,2334,Maid to Order,1985,1987,53,audience
17679,CRITIC ROTTEN,100,0,rotten,"Fantasy,Comedy",55,,2334,Maid to Order,1985,1987,42,critic
17680,AUDIENCE FRESH,100,1,fresh,"Comedy,Sport",72,236.0,2335,Major League,1985,1989,84,audience
17681,CERTIFIED FRESH,100,1,fresh,"Comedy,Sport",72,236.0,2335,Major League,1985,1989,83,critic
17708,AUDIENCE ROTTEN,100,0,rotten,"Comedy,Sport",45,,2336,Major League: Back to the Minors,1995,1998,24,audience
17709,CRITIC ROTTEN,100,0,rotten,"Comedy,Sport",45,,2336,Major League: Back to the Minors,1995,1998,21,critic
17710,AUDIENCE FRESH,100,0,rotten,"Adventure,Comedy,Family",62,105.0,2337,Major Payne,1995,1995,68,audience
17711,CRITIC ROTTEN,100,0,rotten,"Adventure,Comedy,Family",62,105.0,2337,Major Payne,1995,1995,33,critic
17716,AUDIENCE ROTTEN,100,0,rotten,Drama,55,175.0,2338,Make It Happen,2005,2008,40,audience
17717,CRITIC ROTTEN,100,0,rotten,Drama,55,175.0,2338,Make It Happen,2005,2008,22,critic
17748,AUDIENCE ROTTEN,100,0,rotten,Drama,68,,2339,Making Love,1980,1982,54,audience
17749,CRITIC ROTTEN,100,0,rotten,Drama,68,,2339,Making Love,1980,1982,31,critic
17750,AUDIENCE ROTTEN,100,0,rotten,"Comedy,Romance,Sci-Fi",54,,2340,Making Mr. Right,1985,1987,33,audience
17751,CRITIC ROTTEN,100,0,rotten,"Comedy,Romance,Sci-Fi",54,,2340,Making Mr. Right,1985,1987,46,critic
17752,AUDIENCE FRESH,100,0,fresh,Drama,67,,2341,Mala Noche,1985,1986,64,audience
17753,CRITIC FRESH,100,0,fresh,Drama,67,,2341,Mala Noche,1985,1986,95,critic
17754,AUDIENCE FRESH,100,0,rotten,"Action,Adventure,Family",70,2628.0,2342,Maleficent,2010,2014,70,audience
17755,CRITIC ROTTEN,100,0,rotten,"Action,Adventure,Family",70,2628.0,2342,Maleficent,2010,2014,51,critic
17758,AUDIENCE ROTTEN,100,0,rotten,"Comedy,Crime",51,152.0,2343,Malibu's Most Wanted,2000,2003,53,audience
17759,CRITIC ROTTEN,100,0,rotten,"Comedy,Crime",51,152.0,2343,Malibu's Most Wanted,2000,2003,31,critic
17802,AUDIENCE ROTTEN,100,0,rotten,"Crime,Mystery,Thriller",64,,2344,Malice,1990,1993,45,audience
17803,CRITIC ROTTEN,100,0,rotten,"Crime,Mystery,Thriller",64,,2344,Malice,1990,1993,57,critic
17804,AUDIENCE FRESH,100,0,rotten,"Comedy,Romance",72,1714.0,2345,Mallrats,1995,1995,82,audience
17805,CRITIC ROTTEN,100,0,rotten,"Comedy,Romance",72,1714.0,2345,Mallrats,1995,1995,55,critic
17830,AUDIENCE ROTTEN,100,0,rotten,"Action,Drama,Thriller",56,,2346,Malone,1985,1987,36,audience
17831,CRITIC ROTTEN,100,0,rotten,"Action,Drama,Thriller",56,,2346,Malone,1985,1987,33,critic
17832,AUDIENCE ROTTEN,100,0,rotten,"Comedy,Drama",53,,2347,Mama's Boy,2005,2007,26,audience
17833,CRITIC ROTTEN,100,0,rotten,"Comedy,Drama",53,,2347,Mama's Boy,2005,2007,8,critic
17834,AUDIENCE FRESH,100,0,rotten,"Comedy,Drama,Romance",67,32.0,2348,Mambo Italiano,2000,2003,66,audience
17835,CRITIC ROTTEN,100,0,rotten,"Comedy,Drama,Romance",67,32.0,2348,Mambo Italiano,2000,2003,33,critic
17844,AUDIENCE ROTTEN,100,0,rotten,Musical,60,,2349,Mame,1970,1974,48,audience
17845,CRITIC ROTTEN,100,0,rotten,Musical,60,,2349,Mame,1970,1974,29,critic
17846,AUDIENCE FRESH,100,0,rotten,"Comedy,Musical,Romance",64,1226.0,2350,Mamma Mia!,2005,2008,66,audience
17847,CRITIC ROTTEN,100,0,rotten,"Comedy,Musical,Romance",64,1226.0,2350,Mamma Mia!,2005,2008,54,critic
17858,AUDIENCE ROTTEN,100,0,rotten,"Comedy,Drama",56,,2351,Man About Town,2005,2006,29,audience
17859,CRITIC ROTTEN,100,0,rotten,"Comedy,Drama",56,,2351,Man About Town,2005,2006,38,critic
17860,AUDIENCE ROTTEN,100,0,rotten,"Comedy,Romance",46,,2352,Man Trouble,1990,1992,14,audience
17861,CRITIC ROTTEN,100,0,rotten,"Comedy,Romance",46,,2352,Man Trouble,1990,1992,7,critic
17862,AUDIENCE FRESH,100,0,rotten,"Drama,Fantasy,Musical",66,,2353,Man of La Mancha,1970,1972,72,audience
17863,CRITIC ROTTEN,100,0,rotten,"Drama,Fantasy,Musical",66,,2353,Man of La Mancha,1970,1972,46,critic
17864,AUDIENCE ROTTEN,100,0,rotten,"Comedy,Family",51,,2354,Man of the House,1995,1995,46,audience
17865,CRITIC ROTTEN,100,0,rotten,"Comedy,Family",51,,2354,Man of the House,1995,1995,9,critic
17866,AUDIENCE ROTTEN,100,0,rotten,"Comedy,Drama,Romance",62,,2355,Man of the Year,2005,2006,45,audience
17867,CRITIC ROTTEN,100,0,rotten,"Comedy,Drama,Romance",62,,2355,Man of the Year,2005,2006,21,critic
17868,AUDIENCE FRESH,100,0,rotten,"Action,Crime,Drama",77,,2356,Man on Fire,2000,2004,89,audience
17869,CRITIC ROTTEN,100,0,rotten,"Action,Crime,Drama",77,,2356,Man on Fire,2000,2004,39,critic
17870,AUDIENCE FRESH,100,1,fresh,"Documentary,Biography",78,,2357,Man on Wire,2005,2008,87,audience
17871,CERTIFIED FRESH,100,1,fresh,"Documentary,Biography",78,,2357,Man on Wire,2005,2008,100,critic
17872,AUDIENCE ROTTEN,100,0,rotten,"Action,Adventure,Crime",66,,2358,Man on a Ledge,2010,2012,52,audience
17873,CRITIC ROTTEN,100,0,rotten,"Action,Adventure,Crime",66,,2358,Man on a Ledge,2010,2012,31,critic
17874,AUDIENCE ROTTEN,100,0,rotten,"Action,Adventure,Horror",40,,2359,Man-Thing,2005,2005,12,audience
17875,CRITIC ROTTEN,100,0,rotten,"Action,Adventure,Horror",40,,2359,Man-Thing,2005,2005,17,critic
17876,AUDIENCE ROTTEN,100,0,rotten,"Comedy,Drama,Romance",59,,2360,Management,2005,2008,30,audience
17877,CRITIC ROTTEN,100,0,rotten,"Comedy,Drama,Romance",59,,2360,Management,2005,2008,46,critic
17878,AUDIENCE FRESH,100,0,rotten,Drama,74,108.0,2361,Manderlay,2005,2005,75,audience
17879,CRITIC ROTTEN,100,0,rotten,Drama,74,108.0,2361,Manderlay,2005,2005,50,critic
17888,AUDIENCE FRESH,100,0,rotten,"Drama,History,Romance",62,,2362,Mandingo,1975,1975,66,audience
17889,CRITIC ROTTEN,100,0,rotten,"Drama,History,Romance",62,,2362,Mandingo,1975,1975,31,critic
17890,AUDIENCE FRESH,100,1,fresh,"Comedy,Drama,Romance",80,690.0,2363,Manhattan,1975,1979,92,audience
17891,CERTIFIED FRESH,100,1,fresh,"Comedy,Drama,Romance",80,690.0,2363,Manhattan,1975,1979,95,critic
17898,AUDIENCE FRESH,100,0,fresh,"Comedy,Mystery",74,134.0,2364,Manhattan Murder Mystery,1990,1993,83,audience
17899,CRITIC FRESH,100,0,fresh,"Comedy,Mystery",74,134.0,2364,Manhattan Murder Mystery,1990,1993,93,critic
17910,AUDIENCE ROTTEN,100,0,rotten,"Horror,Thriller",61,112.0,2365,Maniac,2010,2012,44,audience
17911,CRITIC ROTTEN,100,0,rotten,"Horror,Thriller",61,112.0,2365,Maniac,2010,2012,51,critic
17920,AUDIENCE ROTTEN,100,0,rotten,"Action,Crime,Horror",60,,2366,Maniac Cop,1985,1988,38,audience
17921,CRITIC ROTTEN,100,0,rotten,"Action,Crime,Horror",60,,2366,Maniac Cop,1985,1988,50,critic
17922,AUDIENCE FRESH,100,0,rotten,"Comedy,Drama",67,,2367,Manny,1995,1996,65,audience
17923,CRITIC ROTTEN,100,0,rotten,"Comedy,Drama",67,,2367,Manny,1995,1996,25,critic
17924,AUDIENCE FRESH,100,0,rotten,"Biography,Drama,Music",74,41.0,2368,Mao's Last Dancer,2005,2009,77,audience
17925,CRITIC ROTTEN,100,0,rotten,"Biography,Drama,Music",74,41.0,2368,Mao's Last Dancer,2005,2009,55,critic
17940,AUDIENCE FRESH,100,0,fresh,"Adventure,Drama,Romance",72,,2369,Map of the Human Heart,1990,1992,81,audience
17941,CRITIC FRESH,100,0,fresh,"Adventure,Drama,Romance",72,,2369,Map of the Human Heart,1990,1992,81,critic
17942,AUDIENCE FRESH,100,0,fresh,"Crime,Thriller",75,132.0,2370,Marathon Man,1975,1976,81,audience
17943,CRITIC FRESH,100,0,fresh,"Crime,Thriller",75,132.0,2370,Marathon Man,1975,1976,80,critic
17946,AUDIENCE FRESH,100,1,fresh,"Documentary,Family",76,,2371,March of the Penguins,2005,2005,81,audience
17947,CERTIFIED FRESH,100,1,fresh,"Documentary,Family",76,,2371,March of the Penguins,2005,2005,94,critic
17948,AUDIENCE ROTTEN,100,0,rotten,"Comedy,Music",28,,2372,Marci X,2000,2003,28,audience
17949,CRITIC ROTTEN,100,0,rotten,"Comedy,Music",28,,2372,Marci X,2000,2003,9,critic
17950,AUDIENCE ROTTEN,100,1,fresh,Drama,65,17.0,2373,Margaret,2010,2011,48,audience
17951,CERTIFIED FRESH,100,1,fresh,Drama,65,17.0,2373,Margaret,2010,2011,74,critic
17958,AUDIENCE FRESH,100,1,fresh,"Drama,Thriller",71,334.0,2374,Margin Call,2010,2011,74,audience
17959,CERTIFIED FRESH,100,1,fresh,"Drama,Thriller",71,334.0,2374,Margin Call,2010,2011,89,critic
17980,AUDIENCE ROTTEN,100,0,rotten,"Comedy,Drama",61,,2375,Margot at the Wedding,2005,2007,40,audience
